c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
-0.5,0.04,4,0.1,23,54,0.17,26,-19,0.48,0.12,0.79448325526004,0.0224206057385295,-0.0344997623942854,0.605890617145096,-0.288219302089445,0.0775093166484961,0.501973288037462
0.09,0.03,-10,0.1,219,-79,0.09,-17,20,0.23,0.08,0.368793274907945,0.418655609914648,-0.773743226992077,-0.300067358027418,0.223594623698941,-0.0370419691764851,-0.351572547371936
-0.09,0.16,-6,0.1,34,-5,0.1,-20,5,0.2,0.08,0.885843636235426,-0.0519458519614025,0.4533683215379,-0.0839037879425606,0.451358340033924,0.048059443482799,-0.107459484129497
-0.06,0.19,3,0.11,236,-75,0.36,-28,13,0.53,0.06,0.463523443564145,0.388044971483038,-0.633519539033053,-0.482928681107794,0.362819369862749,-0.0131941146839773,-0.212119332752177
-0.31,0.46,9,0.15,203,13,0.23,-1,-19,0.24,-0.05,0.220470372831242,0.0659846656937834,-0.973012407232026,-0.0169024841212713,0.503211233849259,0.21553907729942,0.666799878308448
0.26,0.4,-9,0.12,160,-67,0.1,13,-2,0.68,0.08,0.196720290419242,-0.545354749466659,0.785039586307505,-0.21817922105844,0.616006175635951,0.130073870578707,-0.68080153928007
0.16,0.28,-5,0.14,-48,-79,0.28,-16,-16,0.32,-0.09,0.830907668598929,0.178036768096221,-0.213313535734698,-0.48207125089732,0.288371796198072,0.0824910922270198,-0.389706851278153
-0.37,0.03,0,0.15,-56,17,0.3,26,-17,0.02,0.03,0.721732360937903,0,-0.656059028990507,0.220655726540313,-0.324391572563755,0.0398234933430395,0.68344337620083
0.37,0.22,0,0.02,223,-76,0.22,-2,4,0.21,0.11,0.293152516836974,0.543042764104999,-0.747434242556813,-0.245984168756596,0.305959936531961,0.026478211467066,-0.244327068837452
0.15,0.03,4,0.09,220,-34,0.31,21,-12,0.05,0.05,0.156178813781117,0.401442476730931,-0.900406671330536,-0.0609913291011414,-0.110113268635015,0.0592257785274437,0.28352895289447
0.18,0.21,5,0.08,-61,24,0.17,-14,-13,0.64,0,0.877267673445268,-0.00373575971388489,-0.399852332286444,0.265528879017667,0.409988930063204,0.11670121508858,-0.451784178599759
0.04,0.34,4,0.15,-5,75,0.35,0,9,0.24,0.12,0.838191031305952,-0.00325859149317877,-0.0557258705055232,0.542512492000089,0.306179161400198,0.127533006920075,0.185098181677807
-0.5,0.37,1,0.04,-52,23,0.29,-9,-20,0.35,0.1,0.86726714131075,-0.00207705749235785,-0.366558510900679,0.336865328463957,0.503082579207766,0.282008283278478,0.438812427730197
0.37,0.26,2,0.1,246,31,0.09,-11,17,0.01,0.1,0.619666996805091,-0.310905013803014,-0.718116974608678,0.060488810879267,0.467153687186683,-0.0482732008262478,-0.0864071303720587
0.33,0.45,-2,0.08,0,-97,0.25,-14,-12,0.15,-0.1,0.733107251240131,-0.109259734396507,0.0566567407425955,-0.66888420697993,0.481623057304713,0.0277555042400973,-0.333154930825877
-0.4,0.12,-8,0.06,-35,-48,0.03,30,8,0.46,-0.12,0.744284944527647,0.117832386282301,-0.527501986177383,-0.39229721471279,0.0359894968405352,-0.169590504113551,0.244797515137949
0.15,0.25,-8,0.08,190,62,0.32,-18,-17,0.23,0.12,0.14195566696168,-0.365916025535004,-0.896114812495253,0.207201094834773,0.221160641557556,0.207338092122738,-0.35643279462019
-0.48,0.25,5,0.14,-34,-41,0.09,2,13,0.15,0.07,0.841132638205226,0.11537098060706,-0.289408790267447,-0.442072362736707,0.433485631032161,0.00714005333176551,0.842204986608665
0.37,0.36,2,0.14,255,26,0.18,0,19,0.53,0.1,0.608378695349156,-0.293741317855861,-0.736917042787689,0.0233382364074264,0.478692632833366,-0.0315711180812517,-0.492764825407899
0.26,0.39,-3,0.1,-9,-43,0.25,-29,-4,0.1,-0.12,0.930847365588892,-0.0919162837676639,0.149321886348387,-0.320589383810384,0.405488236219083,-0.0617898705652286,-0.367437026091272
-0.11,0.27,8,0.15,182,29,0.27,16,4,0.09,-0.05,0.103778540686556,0.270748702650962,0.952453876134607,0.0935776059853722,0.0938942677373402,-0.00447216345135346,0.683994703058993
-0.14,0.04,-9,0.02,104,44,0.11,-12,-16,0.2,0.01,0.485728211777955,0.151645641534577,0.833506140382816,0.215265458517382,0.300406104619099,0.048130259210032,-0.025074585391574
-0.15,0.34,-6,0.11,-10,-23,0.24,-29,-4,0.19,0.02,0.974309553377211,-0.0864477352005995,0.148750581255565,-0.145330478058521,0.527748730453373,0.0901406484711176,-0.153402540227691
0.49,0.27,-6,0.11,114,-79,0.1,-25,12,0.14,0.13,0.218963206009285,-0.547403342957999,0.759404159354669,-0.275154533466871,0.312841750590649,0.0690129109167237,-0.669209578607487
-0.24,0.42,6,0.07,120,88,0.21,-20,17,0.37,0.08,0.254780958204201,0.764965871282726,0.544575526173889,0.230979166596561,0.716180295938967,-0.183753418754663,0.123563450624754
-0.31,0.09,9,0.06,232,-75,0.14,-10,5,0.4,0.05,0.34624298663267,0.513167652397125,-0.683858473615634,-0.386150673707824,0.415236935361827,-0.0294142416292867,0.427030444134074
-0.46,0.41,-6,0.1,-84,45,0.32,-26,7,0.44,0.02,0.811878380453513,-0.239215891972001,-0.421987508905859,0.324893512874063,0.649445793929043,-0.0556634178778052,-0.0865419903032841
-0.11,0.11,6,0.14,106,41,0.28,18,8,0.55,0.05,0.675647640646292,0.310033311777771,0.621056811976052,0.248330520829296,-0.0746950245131468,0.103010026428959,0.122239362812109
0.37,0.1,6,0.12,253,-83,0.36,-6,-17,0.66,0.05,0.508959741582922,0.608856303275001,-0.473182908861945,-0.382559692297939,0.0520236875826426,0.134254412300017,-0.527435143066714
0.24,0.44,6,0.11,234,-78,0.29,-7,-2,0.18,0.13,0.369848770770623,0.569072039239553,-0.645727380733223,-0.349864331829649,0.494557788473095,0.176958625046782,0.0275969635205272
0.29,0.09,-4,0.09,-86,-12,0.16,-23,-1,0.12,-0.02,0.850920954845698,0.0389765184700751,-0.52111782615147,-0.0533907377698044,0.212373190525734,-0.00341897083465905,-0.303688814306085
0.42,0.36,7,0.15,-89,80,0.03,-12,16,0.43,-0.13,0.687414113393572,-0.435772211100341,-0.444624195577947,0.373996980531546,0.649263174060374,-0.279619786691366,-0.456727363559482
0.02,0.1,-3,0.15,222,0,0.32,26,-20,0.43,-0.1,0.133243326138904,0.157483739574806,-0.977431342587774,0.0455308503768487,-0.0853686614434963,-0.0172676861182878,-0.132782500215969
-0.06,0.14,0,0.12,176,17,0.05,5,10,0.16,-0.13,0.0783127536986747,0.232725729707589,0.969372428445146,0.00478981320741064,0.358861739548597,-0.165215507562379,0.291827432496032
-0.37,0.11,-9,0,-51,22,0.04,-10,14,0.14,-0.12,0.928732316178002,-0.172180361959293,-0.311149911456956,0.104861529850272,0.426255330558574,-0.347539058728837,0.253864033524369
-0.17,0.21,-1,0.13,23,17,0,-18,-20,0.32,-0.01,0.888355352489596,-0.0178822537018884,0.349845827032031,0.296838154579058,0.592624864190713,0.300360422094656,-0.0465434287577824
-0.35,0.14,-10,0.04,85,-30,0.18,4,-3,0.2,-0.05,0.722321490815364,-0.243355259060119,0.602678536570303,-0.236238149653122,0.238032004463009,-0.090760693280429,0.257216156652357
-0.33,0.28,9,0.11,-48,4,0.09,0,-14,0.47,-0.11,0.904508879150461,0.106743357336536,-0.397692854532898,0.110950153924976,0.478505489989344,0.0498805074681762,0.461859488714772
0.38,0.23,2,0.03,88,-98,0.05,3,11,0.33,-0.12,0.43820797946488,-0.456101601310482,0.498401518111125,-0.592908949805825,0.465831387061483,-0.276778210479037,-0.275826142844135
-0.27,0.18,2,0.12,119,-66,0.16,-6,18,0.32,0.09,0.352831897799743,-0.351925016047926,0.814119244169271,-0.298107851704638,0.392541676242611,-0.0237583379875381,0.307609898736564
0.09,0.18,3,0.03,219,-78,0.28,-29,-6,0.3,-0.09,0.436913662862596,0.556239783634337,-0.61435725948458,-0.349669718484476,0.362645437331537,-0.0887302393417016,-0.159124563218394
-0.42,0.16,0,0.09,180,54,0.31,29,-8,0.7,0.1,0.21461755222513,0.378285420069166,0.891184601826576,0.128955235284171,-0.27057454356953,0.0911747248555386,0.0932386611183522
-0.1,0.17,-5,0.04,42,48,0.2,-15,14,0.26,-0.08,0.842594239862599,0.209164976701842,0.430460522243687,0.246958899943652,0.338122579158659,-0.231347270545453,-0.0550347375516521
0.27,0.38,1,0.05,166,-37,0.05,26,-10,0.17,0.07,0.334583445717934,-0.37552380604891,0.861358044268418,-0.0714010400214248,0.491584522121211,0.148686933015804,0.245551359091916
-0.03,0.17,9,0.01,167,-18,0.12,-27,18,0.56,0.03,0.0927643080412492,-0.02683459116604,-0.989486463101344,-0.10766256178344,0.551624475951449,-0.269617990980229,-0.225232789751462
-0.05,0.43,-5,0.09,259,2,0.31,23,0,0.27,0.11,0.46847421664329,-0.0492883615730587,-0.881381260511934,0.035631999274431,0.26618515864142,0.118949569965876,0.173753300266213
-0.25,0.44,10,0.02,56,-39,0.08,27,4,0.53,-0.08,0.918519691726401,-0.0127495859529014,0.257511788919376,-0.299744395337777,0.165044620286643,-0.176816633971859,0.583903847528167
-0.19,0.3,-5,0.07,142,-85,0.18,-19,11,0.65,-0.03,0.0818459762384369,-0.609618851706373,0.774407204604944,-0.148187628612298,0.534649364274585,-0.164543066692282,-0.444074739027461
-0.4,0.08,5,0.05,176,58,0.08,20,13,0.01,-0.08,0.175372565599263,0.562530373532085,0.799092457645153,0.1193955033643,-0.0431742859555186,-0.124830217824448,0.958926748286839
-0.12,0.28,9,0.05,199,24,0.36,0,2,0.68,0.08,0.17628116470524,-0.208564455736328,-0.960957701603558,-0.0445658445716048,0.228260495887696,0.024426948227063,0.0324734208123577
0.3,0.02,-10,0.01,46,96,0.28,17,6,0.32,-0.03,0.714179473086295,0.147075003185534,0.214721292543681,0.649777954526413,0.0806330868685549,-0.137409995129038,-0.481265241727758
0.37,0.3,-2,0.09,155,57,0.3,11,10,0.47,-0.01,0.290251245124074,0.52306971525256,0.794125678255387,0.107315864740266,0.303579162550309,-0.0669140230561829,-0.466790184888576
0.34,0.26,7,0.01,184,21,0.19,27,-3,0.7,0,0.182416454245556,0.136894418896882,0.968607103078424,0.0989163038198809,0.220455735574692,-0.059565586232521,-0.314658734764182
0.1,0.44,10,0.01,188,6,0,10,10,0.49,-0.08,0.020379646969675,0.125120913951371,0.988247059675587,0.0854235091992932,0.612955333887143,-0.295010175124364,0.161268485131433
-0.33,0.09,-2,0.09,74,-71,0.16,28,-7,0.7,-0.12,0.773326163798245,-0.254393130308385,0.296696946822592,-0.49922109468966,-0.118048290078887,-0.108079262934729,0.00517713583153634
-0.35,0.03,1,0.02,115,53,0.33,1,-7,0.59,-0.04,0.467953019512392,0.331938964986788,0.770164051718177,0.27871818830815,0.00244321539503897,-0.083067837092604,0.138329153569295
0.35,0.06,8,0.09,68,37,0.3,-27,-10,0.12,-0.02,0.608306463296264,0.235228343773673,0.699906882859231,0.29113781671875,0.170542018332347,0.0272227778696885,-0.00546147464066243
-0.31,0.01,6,0.15,1,82,0.35,30,6,0.19,-0.13,0.753254459302591,-0.13741208280294,-0.214894842975035,0.606255594203677,-0.471634344219351,-0.0246151967649016,0.559243139290707
-0.3,0.46,-2,0.01,99,43,0.32,7,-5,0.42,-0.08,0.6401744866771,0.22422756689837,0.683465034898681,0.269766882551387,0.370982306713046,-0.104966041764954,0.239505009690864
-0.47,0.37,-5,0.12,210,-52,0.13,-24,-18,0.13,-0.07,0.446475653343939,0.508703919341338,-0.730484537475563,-0.0909513822158614,0.734665224622199,0.242033138773608,0.221420142860556
0.24,0.25,8,0.12,43,33,0.34,30,-2,0.7,-0.09,0.93280094030648,0.0842133760945677,0.093835152527694,0.337617353227298,-0.0166737568545527,-0.0578380925257217,-0.256181481047595
0.09,0.04,-10,0.11,-54,65,0.12,29,-18,0.68,0.04,0.546300510947036,-0.341246155385451,-0.571420571873548,0.508512874186449,0.157211965305699,0.134656152650509,-0.543401266562604
-0.39,0.23,-6,0.09,-59,-44,0.11,-25,7,0.16,-0.09,0.877040009827782,0.0557604271009762,-0.289224016288778,-0.379527422372336,0.639193369183794,-0.174424484219445,0.131366886276329
-0.02,0.12,-5,0.14,158,-25,0.07,21,14,0.4,0.02,0.330590546859434,-0.0894705893376526,0.925216152290089,-0.163340060953447,0.234564050383361,-0.00285804605458382,-0.026488672677441
-0.44,0.25,-3,0.07,105,-17,0.11,5,-14,0.44,0.09,0.641785840943197,-0.219114732626205,0.733918351318176,-0.038256004880144,0.369274530484204,0.199632713672085,0.31288442556609
0.4,0.2,2,0.13,123,-64,0.3,-22,9,0.29,-0.07,0.249697907658763,-0.430463615723027,0.850954339220896,-0.168014115510044,0.213384432582926,-0.0649549652726718,-0.403384096662575
-0.33,0.31,-2,0.07,270,-14,0.17,30,7,0.57,-0.12,0.493142800768616,0.037775497555895,-0.865201139495553,-0.0825238029303388,0.0369502503635647,-0.142816509472682,0.239747099126499
0.26,0.14,2,0.09,-17,2,0.03,15,16,0.62,0.06,0.95391416373519,-0.0258777020491696,-0.274932080571564,-0.117432805615119,0.338054920178281,-0.0510133540024599,-0.346585063815017
0.08,0.32,7,0.1,243,-88,0.19,-7,0,0.57,-0.1,0.374382849148995,0.588586143713086,-0.568240307215505,-0.436470831726093,0.498736530755164,-0.0869261573738849,-0.174657160433822
0.22,0.46,5,0.07,-20,24,0.04,9,-2,0.3,-0.12,0.943376694357069,-0.00510843515967174,-0.253830544417446,0.213504967518069,0.670131287362453,-0.104087436168217,0.0927743634471171
-0.5,0.35,-2,0.12,130,-14,0.23,13,10,0.7,0.01,0.507561828746908,-0.0352865369054736,0.851797712900725,-0.12480587570065,0.229358109052689,-0.00338260754505582,0.19106897683092
0.01,0.02,-8,0.13,208,-77,0.13,-20,-10,0.13,0.06,0.376753105115978,0.623781718695273,-0.664397758983201,-0.165918905086616,0.22578103750061,0.157184689332961,-0.129297216545224
-0.2,0.01,-5,0.13,174,9,0.25,17,-10,0.07,0.13,0.203612702807622,-0.00436263491540129,0.978991239733724,-0.00994923095505703,-0.0802251115068873,0.183036982172594,0.367629697763192
0.32,0.18,-3,0.07,64,75,0.1,19,1,0.2,0.08,0.748028866000208,0.220073464659149,0.313525597522203,0.541961424348362,0.363814271069505,0.0647513719546539,-0.0925209697831945
-0.23,0.35,8,0,54,-18,0.01,-7,19,0.13,0.02,0.82393882565211,0.0683867037798653,0.505724502458596,-0.246355024186949,0.671332942185201,-0.340351819773529,0.561105656635026
0.2,0.13,-7,0.11,-9,-18,0.14,-16,-5,0.48,-0.12,0.991364679255883,-0.070553348398919,0.0478287731139504,-0.0996529287878456,0.282077788924786,-0.0634853671360675,-0.636611417215616
0.03,0.27,-9,0.07,225,-21,0.15,-30,4,0.58,-0.08,0.609335603183114,0.106775122079354,-0.783733969805822,-0.0554099320593053,0.418225683892035,-0.140626584891294,-0.78726826718082
-0.11,0.3,-10,0.06,-78,24,0.04,24,5,0.12,-0.09,0.611797145241211,-0.269024164337756,-0.730085356416471,0.142497804977167,0.409489159740563,-0.173422258318796,0.320950348119071
0.01,0.2,6,0.12,69,36,0.06,-29,-11,0.07,0.07,0.593683418724933,0.211139142325605,0.725165725719842,0.277659739880125,0.63149904169875,0.24899062976735,0.102561094016915
0.46,0.46,-4,0.02,194,-21,0.1,-19,17,0.31,0.11,0.279729546243381,0.0349633091550835,-0.95759878920852,-0.0594433080991924,0.52738189460277,-0.143194764673552,-0.767671776841902
-0.05,0.12,-2,0.14,217,-36,0.06,23,-16,0.21,-0.08,0.122624152969351,0.42719426685143,-0.895784017160203,-0.00627455800415823,0.150716139759979,0.0584718549567008,0.285185558443329
-0.11,0.35,8,0.05,71,-53,0.15,-22,7,0.49,-0.12,0.609144169579929,-0.224306253966504,0.690886047343382,-0.3182869062411,0.726313784634624,-0.261844096214366,-0.0956357252443876
0.38,0.34,6,0.09,163,21,0.28,-16,3,0.54,0.08,0.000757286772110009,0.222158245180126,0.973679445620339,0.0509261994625774,0.402756422871346,0.0599500977931526,-0.540562382794783
0,0.42,8,0.02,-61,69,0.16,-19,-16,0.43,-0.13,0.716923524674656,-0.111691266826332,-0.343777820397469,0.596122915920503,0.719580465583955,0.0324057814429247,-0.119905289930687
-0.04,0.18,8,0,80,-40,0.07,28,7,0.6,0.12,0.844743381756159,-0.0848874861228773,0.430940178898715,-0.305766734439261,0.0424872480623956,0.0122340043576448,0.166945985231694
0.1,0.24,0,0,256,-20,0.1,-27,-14,0.57,0.03,0.781535619572661,0.182005665528596,-0.595313707673156,-0.0409585462523989,0.525792557047333,0.108731586241497,-0.60239281760024
0.3,0.34,5,0.1,6,-17,0.02,-26,11,0.61,-0.03,0.929987964178471,0.0284858256991455,0.277245798789515,-0.239678349608354,0.650712439887297,-0.156658238098197,-0.764795432234307
0.19,0.01,-2,0.09,90,8,0.31,24,9,0.58,-0.03,0.838383176488054,0.0710896593749148,0.539979572569239,-0.021953836104442,-0.0606232751553237,-0.0220303422135103,-0.444107243088382
0.3,0.4,-7,0.1,11,-20,0.09,-15,1,0.01,0.05,0.956655448198068,-0.0972329988794282,0.21138238384668,-0.175138759733992,0.571007119668468,0.0513633612978795,-0.338103923809585
-0.16,0.13,5,0.03,19,-52,0.36,-2,15,0.5,-0.11,0.822700476732218,-0.0168582102024341,0.186342382250977,-0.536801865598829,0.0839799995944268,-0.211912214223333,0.136644007955033
0.31,0.02,-2,0.09,64,-94,0.33,11,2,0.04,0.04,0.590841335504054,-0.330537148494894,0.299947913218356,-0.672073626234956,-0.00798815945560438,0.0508268434551933,-0.0370433424484451
0.36,0.05,-2,0.15,190,52,0.06,-24,-11,0.42,0.09,0.240199003884304,-0.332861756070977,-0.896352503937789,0.167510234203137,0.237564814644022,0.230995756914654,-0.648758595457478
-0.34,0.37,3,0.15,216,-3,0.06,-18,20,0.02,0.08,0.439569466807974,-0.127604022524523,-0.881522890962726,-0.115815758834589,0.808300267915993,-0.173187319137765,0.493417432273745
-0.03,0.09,5,0.02,216,-69,0.32,8,10,0.31,-0.02,0.160770177278178,0.491563427416617,-0.835652377748765,-0.184941748902746,-0.0121071368839989,-0.0972196341651126,0.222053902288387
-0.47,0.14,7,0.01,11,25,0.19,7,19,0.67,0.13,0.995659872526441,0.0689555373399354,0.00971026741002208,0.0617435244994782,0.0915684455930993,-0.0166114996394528,0.370039146731552
0.26,0.22,0,0.13,270,-20,0.2,-18,9,0.61,-0.09,0.783247894129894,0.0563367198262617,-0.585079205588221,-0.202561678331711,0.355253039040251,-0.106419415876094,-0.659729395299907
0.39,0.08,3,0.1,179,74,0,-27,-5,0.21,-0.13,0.189674275933543,-0.556919170429949,-0.799141794057226,0.123438647301812,0.37533805447817,-0.0655189332721436,-0.398934594091134
-0.45,0.35,3,0.08,160,17,0.24,1,-10,0.48,-0.11,0.171112541204377,0.0643180907421411,0.980820873800672,0.0676320557335921,0.395499397568604,-0.0197516930962109,0.411624008883155
0.16,0.17,3,0.02,-30,-10,0.15,-28,-17,0.32,-0.13,0.998415550910529,0.0263350748979163,-0.0116196774033729,0.0483511595226757,0.423232074340943,-0.0297232359562431,-0.289726291703081
0.14,0.17,-1,0.06,34,100,0.03,-1,15,0.58,-0.09,0.704801549626164,0.249107362657267,0.168619759603869,0.642469979209637,0.431158556592072,-0.248098626017606,-0.406860030227795
-0.05,0.28,7,0.07,112,-83,0.16,25,9,0.59,0.03,0.54380648349901,-0.395620480431149,0.562184252283211,-0.481360374826007,0.104113575390437,-0.0192391556100296,0.165234464727795
0.09,0.09,-5,0.02,200,-15,0.22,-20,9,0.35,-0.03,0.34329674933973,0.0491329036948877,-0.937511651267136,-0.0283761062454229,0.210334856249999,-0.140693952360999,-0.328948332332572
-0.41,0.03,-7,0.06,84,-2,0.31,3,-20,0.03,0.07,0.756217109710574,-0.167158834570069,0.627877159379577,0.0772261596584642,0.000614230285292061,0.0782836555816835,0.545837969362164
-0.37,0.15,5,0.09,39,40,0.12,-30,7,0.66,0,0.788464372937623,0.265517283726019,0.501594592188232,0.237123110932612,0.730204173728165,-0.0929194752567208,-0.143148690270757
0.17,0.38,4,0.01,-50,-65,0.32,-4,-2,0.42,0.1,0.776102806257871,0.241457833570214,-0.308463808947643,-0.494178740230444,0.394343674843134,0.0485427149547046,-0.16827011987513
0.29,0.43,0,0.13,60,49,0.35,0,9,0.42,0.06,0.813797681349374,0.242404810123168,0.437309853569698,0.296198132726024,0.39257118246883,0.0376699708630196,-0.36
0.32,0.44,-7,0,150,-7,0.15,24,-2,0.69,-0.03,0.450053173051522,-0.0729623589438782,0.886352385307166,-0.080672700859084,0.583888618833231,-0.0923513867202801,-0.54920049087602
0.34,0.41,5,0.01,256,-88,0.31,15,14,0.69,0.03,0.295340374660652,0.542894623361699,-0.668749302222994,-0.413296336538957,0.312756178843854,-0.145823471615826,-0.422925903348022
0.29,0.1,-6,0.07,119,-53,0.01,-20,-3,0.1,0.08,0.300141938319934,-0.469149240451586,0.809941939086657,-0.183869144648575,0.351432963670892,0.0900393100870539,-0.371856545560071
-0.37,0.03,4,0.12,-25,41,0.23,23,-18,0.01,-0.1,0.794925058780452,-0.0468471760532183,-0.4052852668238,0.44904715288519,-0.256972721644156,-0.107837049736489,0.834864373819863
0.25,0.27,3,0.11,5,25,0.26,-30,8,0.3,0.08,0.943755416254025,0.109879823839346,0.280965429993338,0.135316539095876,0.380745387233062,0.045551473953957,-0.357124118535572
-0.01,0.35,-10,0.06,111,44,0.12,30,-8,0.43,0.07,0.716862718742776,0.172257533079314,0.624301697248119,0.258229695401714,0.385370737871301,0.0991341772137843,-0.0395282082098595
0.38,0.14,4,0.15,99,44,0.07,-1,1,0.3,-0.13,0.588043291869493,0.314127202050224,0.698539680717899,0.259945190919016,0.38345001148524,-0.0674471560627265,-0.223299549519522
0.31,0.44,3,0.05,77,82,0.21,-15,20,0.41,-0.06,0.588290590695972,0.572961160551712,0.435102457277347,0.369209345858192,0.513252260180838,-0.312070562025001,-0.460354254242776
0.34,0.44,-5,0.02,108,50,0.21,3,-5,0.62,0.03,0.556062926451044,0.280488577909843,0.741719983889644,0.248941047213113,0.545767231321694,0.0254810678863996,-0.708882390142793
-0.11,0.2,-9,0.09,190,45,0,29,6,0.7,0.12,0.17978907225084,0.446936849693344,0.876187494446012,-0.0147924461057592,0.304145146515499,0.0729218916404664,-0.225754939948634
-0.12,0.19,-7,0.03,127,-89,0.34,-1,-17,0.01,0.06,0.32201584308103,-0.73314956178862,0.517764309660419,-0.301193686015889,0.170659135390409,0.0837671983563546,0.268951479173425
-0.13,0.03,7,0.02,131,51,0.09,-15,10,0.1,0,0.255214676497212,0.51233044376681,0.806023904463515,0.150693233834558,0.403725614236512,-0.156173511013788,0.450283476413768
0.38,0.01,-1,0.02,-88,-17,0.35,-23,19,0.48,-0.07,0.804304766374942,-0.0143188254156249,-0.537111056278685,-0.253772589631863,-0.0594684089669644,-0.142370126212222,-0.563359919666716
-0.31,0.18,8,0.01,191,-72,0.25,23,9,0.39,0.06,0.122614118952687,-0.535759897035816,0.835247437964133,-0.0169949385400101,-0.158453983824935,-0.0114304255820148,0.539852397142273
-0.23,0.43,1,0.02,-57,-66,0.1,1,-6,0.13,0.11,0.755365613800031,0.291186629810815,-0.387675358731259,-0.44084118720976,0.63021215910519,0.131212656640932,0.489342446206017
-0.29,0,-4,0.12,191,75,0.12,13,7,0.03,-0.09,0.0335489760072689,0.661035698260647,0.749374582550815,-0.0185474219425352,0.0566362519988939,-0.0678704454195454,0.547441986318703
-0.5,0,3,0.01,259,16,0.32,17,-16,0.34,0.13,0.499744727676863,0.0194532636817853,-0.856873570876392,0.125077820675151,-0.273931276825664,0.0103537473253552,0.572561910824909
0.23,0.3,-1,0.05,41,11,0.32,30,1,0.51,0.08,0.992012321805587,0.00295273846322697,0.0960596827868604,0.0817029501569147,0.165794537218737,0.0501206224261269,-0.241202733721026
-0.49,0.25,1,0.08,9,-11,0.11,-16,6,0.4,-0.02,0.965456728028486,-0.000738635364318311,0.216605314021875,-0.144827133714002,0.677827562056184,-0.0969673968550634,0.280428964785725
-0.14,0.35,8,0.01,-67,-9,0.13,6,1,0.4,-0.04,0.795761569577068,0.101349466945078,-0.587735741635698,-0.105159440556356,0.446662265689585,-0.12924938135804,0.361894906545627
0.01,0.03,-3,0.07,-47,26,0.34,-22,-9,0.52,0.08,0.926332482004294,-0.0533169957521199,-0.21080014938698,0.307617827451792,0.10659199958942,0.105480181822212,-0.322043290278125
-0.17,0.25,-6,0,15,42,0.05,-28,17,0.39,-0.13,0.905835758913278,0.134968415847465,0.344155065675833,0.206887397797196,0.576246196294028,-0.423768705445193,-0.361537257910931
0.46,0.27,-8,0.13,134,-9,0.3,3,-19,0.68,0.07,0.41776552033052,-0.244409725371389,0.874595820541578,-0.0286008191850653,0.260257678866824,0.235438716618868,-0.996571370284182
0.36,0.2,0,0.08,-81,-77,0,-2,-14,0.6,0.07,0.657918111599364,0.453683076310308,-0.445833117412046,-0.403172737319626,0.491664739306984,0.222671655950891,-0.631313059907762
-0.24,0.37,3,0.09,65,-49,0.15,-28,12,0.25,-0.04,0.597118780346034,-0.206544399491111,0.695530792676082,-0.342089885317151,0.778876036091279,-0.213703480227024,0.042793126344239
0.36,0.42,-9,0.11,18,-76,0.33,-11,4,0.06,-0.07,0.736279046137122,-0.210072347481567,0.155906166588463,-0.624064133132712,0.350350550496104,-0.0862762862083223,-0.413371530882017
0.42,0.24,-4,0.14,132,-90,0.29,-26,6,0.1,0.02,0.106885446177958,-0.672044966799427,0.714992997783351,-0.160362330725371,0.169575495230735,0.0530075489819868,-0.428612087169003
-0.44,0.07,10,0.12,169,82,0.34,-27,-19,0.54,0.05,0.151775669528811,-0.539638508659705,-0.826303384456994,0.0545632013863625,0.492636556136801,0.275624493511256,0.345535898282435
0.44,0.12,7,0.14,-18,-16,0.34,-10,4,0.22,-0.06,0.97801181417129,0.0661885775447869,-0.0630531855101726,-0.187446683995743,0.118031888582678,-0.0223417133258921,-0.145556150123775
-0.47,0.38,6,0.07,107,15,0.27,-24,15,0.09,0.02,0.414124919979666,0.27305423941588,0.867605503719613,0.0346788538491164,0.76161517222147,-0.224949491930458,0.593203153165313
-0.22,0.43,9,0.05,-78,-78,0.03,11,-10,0.45,0.04,0.565273049123623,0.532455033985066,-0.457189006571126,-0.433516123101497,0.528625800384321,0.106080564856002,0.501182641125508
-0.15,0.46,5,0.12,56,89,0.02,4,18,0.25,0.07,0.71836078993389,0.374521985606405,0.230138875072991,0.539191205383704,0.672574302867584,-0.140190640271891,0.448801596222196
-0.19,0.28,4,0.05,-64,19,0.26,6,-2,0.42,-0.04,0.808027972522447,-0.0545398394807084,-0.571442328139863,0.132551375476738,0.255458941712036,-0.0563803624073144,0.269245385219805
-0.31,0.46,-5,0.11,173,-33,0.05,13,-19,0.27,0.04,0.166881206938491,-0.42924858746532,0.885297629616536,-0.0643771692847873,0.524885259047646,0.285702422415214,0.419538276360506
0.02,0.16,2,0.06,-23,-94,0.1,22,6,0.36,0.03,0.593651201006667,0.278347494220744,-0.263114498848723,-0.7077228867996,0.169868164482246,-0.0144024556664482,0.168873833445961
-0.09,0.17,0,0.08,89,-34,0.26,-1,9,0.51,0.07,0.657904571655186,-0.153045918733031,0.690345527079854,-0.259155502729939,0.225240697598988,0.0235492597689628,-0.0756593994332993
0.28,0.35,10,0.12,-7,-9,0.24,-24,-18,0.23,0,0.984042574174855,0.0472912717955583,0.162784632192415,0.0540824495124231,0.500731515040453,0.216627301904683,-0.12488808310673
